0,1
Cleveland,Fanta (Orange)
Cleveland,Mountain Dew
Cleveland,Pink Lemonade
Cleveland,Hamburger
Cleveland,Turkey Sandwich 
Cleveland,Fajita 
Linda,Heineken 
Linda,Bud Ice
Linda,Corona Extra
Linda,Sprite
Linus,Corona Extra
Linus,Hamburger
Linus,Clam Chowder
Linus,French Fries
Ted,Icehouse
Ted,Dos Equis 
Ted,Busch Light
Ted,French Fries
Ted,Clam Chowder
Andonis,Busch
Andonis,Mil's Best Ice
Andonis,Busch Light
Alick,Stella Artois
Alick,Steel Reserve
Alick,Deep Dish Pizza Pie
Alick,Bagel and Lox
Alick,Hamburger
Cyndi,Yuengling Lager
Cyndi,Pink Lemonade
Cyndi,Texas BBQ
Cyndi,Onion Rings
Leonelle,Corona Extra
Leonelle,Modelo Especial
Leonelle,Coors Light
Leonelle,Root Beer
Leonelle,Bean Burger
Leonelle,Hamburger
Leonelle,Hominy Grits
Bordy,Cream Soda
Bordy,Sprite
Bordy,Texas BBQ
Bordy,Onion Rings
Konstanze,Root Beer
Konstanze,Fanta (Orange)
Konstanze,Fajita 
Adrien,Coronoa Light
Adrien,Dr. Pepper
Adrien,Fanta (Orange)
Adrien,Pepsi
Adrien,Texas BBQ
Adrien,Drop Biscuits 
Ashley,Bud Light
Ashley,Busch Light
Ashley,High Life
Ashley,Dr. Pepper
Ashley,Onion Rings
Ashley,Bagel and Lox
Ashley,Hominy Grits
Ashley,Drop Biscuits 
Filippo,Fanta (Grape)
Filippo,Mountain Dew
Filippo,Chicken Fajita
Filippo,Chips and Salsa
Richie,Steel Reserve
Richie,Blue Ribbon
Richie,Natural Ice
Richie,French Fries
Richie,Drop Biscuits 
Richie,Onion Rings
Booth,Bud Light
Booth,Blue Moon
Booth,Guinness
Booth,Dos Equis 
Booth,Pink Lemonade
Booth,Dr. Pepper
Booth,Sprite
Booth,Hamburger
Jackqueline,Yuengling Lager
Jackqueline,Busch Light
Jackqueline,Natural Light
Jackqueline,Heineken 
Jackqueline,Deep Dish Pizza Pie
Jackqueline,Bean Burger
Jackqueline,Tacos 
Wilhelmine,Busch
Wilhelmine,Coors Light
Wilhelmine,Blue Moon
Wilhelmine,Corona Extra
Wilhelmine,Fanta (Grape)
Wilhelmine,Chicken Burger
Devy,Sprite
Devy,Cream Soda
Devy,Fanta (Grape)
Devy,Drop Biscuits 
Portie,Fanta (Grape)
Portie,Sprite
Portie,Clam Chowder
Miles,Dos Equis 
Miles,Coors Light
Miles,Stella Artois
Miles,Busch Light
Miles,Cream Soda
Miles,Tacos 
Essa,Bud Ice
Essa,Yuengling Lager
Essa,Heineken 
Essa,Fanta (Grape)
Essa,Fanta (Orange)
Essa,Deep Dish Pizza Pie
Maxie,Fanta (Grape)
Maxie,Pink Lemonade
Maxie,Drop Biscuits 
Maxie,French Fries
Maxie,Tacos 
Onfroi,High Life
Onfroi,Coors Light
Onfroi,Budweiser
Onfroi,Natural Ice
Kerr,Natural Ice
Kerr,Busch Light
Kerr,Michelob Ultra
Kerr,Dos Equis 
Kerr,Texas BBQ
Aldon,Dos Equis 
Aldon,Miller Lite
Aldon,Texas BBQ
Anthe,Bud Light
Anthe,Natural Ice
Anthe,Coors Light
Anthe,Budweiser
Anthe,Pepsi
Anthe,Mountain Dew
Anthe,Fajita 
Anthe,Deep Dish Pizza (Slice)
Anthe,Cajun Fries
Cordelia,Michelob Ultra
Cordelia,Stella Artois
Cordelia,Blue Moon
Cordelia,Modelo Especial
Cordelia,Natural Ice
Cordelia,Cream Soda
Cordelia,Fanta (Orange)
Cordelia,Fajita 
Cordelia,Deep Dish Pizza Pie
Cordelia,Bagel and Lox
Cordelia,Tacos 
Millisent,Blue Ribbon
Millisent,Coke
Millisent,Chicken Burger
Millisent,Chicken Fajita
Millisent,Tacos 
Millisent,Turkey Sandwich 
Tanhya,Blue Moon
Tanhya,Natural Ice
Tanhya,Pink Lemonade
Tanhya,Texas BBQ
Tanhya,Turkey Sandwich 
Tanhya,Deep Dish Pizza Pie
Chaddy,Dos Equis 
Chaddy,Natural Ice
Chaddy,Blue Moon
Chaddy,Cream Soda
Chaddy,Sprite
Chaddy,French Fries
Chaddy,Hominy Grits
Irma,Deep Dish Pizza (Slice)
Irma,Bean Burger
Nanice,Corona Extra
Nanice,Turkey Sandwich 
Nanice,Bagel and Lox
Nanice,Clam Chowder
Nanice,Hamburger
Barbee,Keystone Light
Barbee,Bud Light
Barbee,Heineken 
Barbee,Pink Lemonade
Barbee,Tacos 
Barbee,Deep Dish Pizza Pie
Sena,Onion Rings
Sena,French Fries
Sena,Bagel and Lox
Sena,Tacos 
Clemens,Busch Light
Clemens,Blue Moon
Clemens,Bud Light
Clemens,Natural Light
Clemens,Cream Soda
Clemens,Fanta (Orange)
Clemens,Bean Burger
Clemens,French Fries
Clemens,Cajun Fries
Silvano,Busch
Silvano,Turkey Sandwich 
Cammie,Yuengling Lager
Cammie,Bud Light
Cammie,Hamburger
Patricia,Hominy Grits
Patricia,Texas BBQ
Patricia,Onion Rings
Patricia,Hamburger
Molly,Mil's Best Ice
Molly,Modelo Especial
Molly,Bud Ice
Molly,High Life
Molly,Mountain Dew
Molly,Fanta (Orange)
Molly,Cream Soda
Molly,Bagel and Lox
Molly,Bean Burger
Molly,Clam Chowder
Valma,Heineken 
Valma,Natural Ice
Valma,Modelo Especial
Valma,Bud Ice
Valma,Blue Ribbon
Valma,Coke
Valma,Mountain Dew
Valma,Dr. Pepper
Valma,Cajun Fries
Jeramey,High Life
Jeramey,Bud Light
Jeramey,Busch
Jeramey,Mil's Best Ice
Jeramey,Cream Soda
Jeramey,Pepsi
Jeramey,Fanta (Grape)
Jeramey,Chips and Salsa
Jeramey,Deep Dish Pizza Pie
Jeramey,Onion Rings
Kath,Bud Ice
Kath,Corona Extra
Kath,Modelo Especial
Kath,Natural Ice
Kath,Root Beer
Kath,Chicken Burger
Kath,Hamburger
Kath,Onion Rings
Micah,Natural Ice
Micah,Busch
Micah,Budweiser
Micah,Bud Ice
Micah,Mountain Dew
Micah,Dr. Pepper
Micah,Clam Chowder
Micah,Bean Burger
Coralyn,Chips and Salsa
Coralyn,Clam Chowder
Coralyn,Chicken Burger
Bryce,High Life
Bryce,Busch
Bryce,Michelob Ultra
Bryce,Pink Lemonade
Bryce,Sprite
Bryce,Mountain Dew
Bryce,Onion Rings
Bryce,Apple Pie
Bryce,French Fries
Bryce,Hamburger
Edgardo,Fanta (Grape)
Edgardo,Pepsi
Edgardo,Coke
Edgardo,Texas BBQ
Edgardo,Hominy Grits
Edgardo,Mozzarella Sticks
Edgardo,Onion Rings
Gaynor,Budweiser
Gaynor,Miller Lite
Gaynor,Dos Equis 
Gaynor,Bud Light
Gaynor,Texas BBQ
Gaynor,Tacos 
Gaynor,Chicken Burger
Dottie,Dos Equis 
Dara,Guinness
Dara,Dr. Pepper
Dara,Chicken Fajita
Dara,Bagel and Lox
Dara,Hamburger
Bank,Budweiser
Bank,Busch
Bank,Michelob Ultra
Bank,Modelo Especial
Bank,Coke
Bank,Chicken Burger
Bank,Bean Burger
Bank,Onion Rings
Trefor,Coors Light
Trefor,Bean Burger
Trefor,Apple Pie
Trefor,Cajun Fries
Trefor,Clam Chowder
Kerstin,Natural Light
Kerstin,Coors Banquet
Kerstin,Budweiser
Kerstin,Dos Equis 
Kerstin,Miller Lite
Kerstin,Turkey Sandwich 
Kerstin,Bagel and Lox
Kerstin,Chips and Salsa
Kerstin,Onion Rings
Jenn,Blue Moon
Jenn,Coors Light
Jenn,Busch Light
Jenn,Mountain Dew
Jenn,Pepsi
Jenn,Fanta (Grape)
Karlee,Coors Banquet
Karlee,Dos Equis 
Karlee,Bud Ice
Karlee,Fanta (Orange)
Karlee,Cream Soda
Karlee,Fanta (Grape)
Karlee,Onion Rings
Karlee,Cajun Fries
Karlee,Apple Pie
Kat,Natural Ice
Kat,Keystone Light
Kat,Texas BBQ
Kat,Cajun Fries
Kat,Bagel and Lox
Kat,Tacos 
Barby,Michelob Ultra
Barby,Mil's Best Ice
Barby,Chicken Burger
Jackie,Blue Moon
Jackie,Stella Artois
Jackie,Coors Banquet
Jackie,Coors Light
Jackie,Steel Reserve
Rand,Coors Light
Rand,Heineken 
Rand,Guinness
Rand,Mountain Dew
Chuck,Pepsi
Chuck,Sprite
Chuck,Bean Burger
Chuck,Turkey Sandwich 
Chuck,Hominy Grits
Chuck,Bagel and Lox
Robyn,Steel Reserve
Robyn,Budweiser
Robyn,Stella Artois
Robyn,Pink Lemonade
Robyn,Deep Dish Pizza Pie
Robyn,Deep Dish Pizza (Slice)
Robyn,Onion Rings
Robyn,Bean Burger
Valery,Mil's Best Ice
Valery,Bud Ice
Valery,Steel Reserve
Valery,Michelob Ultra
Valery,Busch Light
Valery,Fanta (Grape)
Valery,Sprite
Valery,Hamburger
Mitzi,Modelo Especial
Mitzi,Busch
Mitzi,Icehouse
Mitzi,Heineken 
Mitzi,Natural Ice
Mitzi,Cream Soda
Mitzi,Dr. Pepper
Adria,Mil's Best Ice
Adria,Keystone Light
Adria,Fajita 
Adria,Deep Dish Pizza Pie
Griffy,Budweiser
Griffy,Miller Lite
Griffy,Bud Ice
Griffy,Steel Reserve
Griffy,Dr. Pepper
Griffy,Pink Lemonade
Griffy,Chicken Fajita
Griffy,Bagel and Lox
Griffy,Chips and Salsa
Griffy,Fajita 
Nicol,Busch Light
Nicol,Fajita 
Jolee,Coors Banquet
Jolee,Mountain Dew
Dede,Icehouse
Dede,Natural Light
Dede,Busch Light
Dede,Guinness
Dede,Sprite
Dede,Fanta (Orange)
Dede,Cajun Fries
Dede,Hominy Grits
Celestine,Keystone Light
Celestine,Yuengling Lager
Celestine,Icehouse
Celestine,High Life
Celestine,Dos Equis 
Celestine,Bagel and Lox
Celestine,Hominy Grits
Celestine,Drop Biscuits 
Pepito,Stella Artois
Pepito,Blue Moon
Pepito,Steel Reserve
Pepito,Pink Lemonade
Pepito,Tacos 
Pepito,Deep Dish Pizza Pie
Pepito,Cajun Fries
Lindsy,Keystone Light
Lindsy,Mountain Dew
Darrick,Yuengling Lager
Darrick,Coors Light
Darrick,Busch
Darrick,Natural Light
Darrick,Sprite
Darrick,Mozzarella Sticks
Darrick,Onion Rings
Kailey,Coors Light
Kailey,Root Beer
Kailey,Onion Rings
Kailey,Clam Chowder
Kailey,Bagel and Lox
Kailey,Texas BBQ
Shurlocke,Dos Equis 
Shurlocke,Mil's Best Ice
Shurlocke,Yuengling Lager
Shurlocke,Budweiser
Shurlocke,Fanta (Orange)
Shurlocke,Root Beer
Shurlocke,Hominy Grits
Shurlocke,Bagel and Lox
Elsa,Blue Ribbon
Elsa,Root Beer
Elsa,Bagel and Lox
Elsa,Mozzarella Sticks
Emilee,High Life
Emilee,Busch
Emilee,Dr. Pepper
Emilee,Fajita 
Emilee,Texas BBQ
Emilee,Chicken Fajita
Peggi,Heineken 
Peggi,Busch
Peggi,High Life
Peggi,Root Beer
Peggi,Sprite
Peggi,Pink Lemonade
Peggi,Hominy Grits
Ase,Modelo Especial
Ase,Fanta (Orange)
Ase,Pepsi
Bettye,Yuengling Lager
Bettye,Coors Light
Bettye,Michelob Ultra
Bettye,Heineken 
Bettye,Hominy Grits
Sybille,Steel Reserve
Sybille,Corona Extra
Sybille,Bagel and Lox
Sybille,Turkey Sandwich 
Sybille,Drop Biscuits 
Sybille,Onion Rings
Ronny,Steel Reserve
Ronny,Coors Light
Ronny,Icehouse
Ronny,Deep Dish Pizza (Slice)
Ronny,Tacos 
Ronny,Clam Chowder
Karlen,Keystone Light
Karlen,High Life
Karlen,Michelob Ultra
Karlen,Fanta (Grape)
Karlen,Dr. Pepper
Karlen,Drop Biscuits 
Isahella,Stella Artois
Isahella,Yuengling Lager
Isahella,Miller Lite
Isahella,Deep Dish Pizza Pie
Keane,Michelob Ultra
Keane,Coors Light
Keane,Busch
Keane,Mountain Dew
Keane,Cream Soda
Keane,Fanta (Orange)
Keane,Texas BBQ
Ruthanne,Bud Ice
Ruthanne,Mil's Best Ice
Ruthanne,Corona Extra
Ruthanne,Coke
Ruthanne,Sprite
Ruthanne,Dr. Pepper
Ruthanne,Chips and Salsa
Ruthanne,Texas BBQ
Ruthanne,Hamburger
Tess,Keystone Light
Tess,Guinness
Tess,Mil's Best Ice
Tess,Sprite
Berry,Natural Light
Berry,Keystone Light
Berry,High Life
Berry,Fanta (Orange)
Berry,Mountain Dew
Berry,Bean Burger
Berry,Chips and Salsa
Berry,Hominy Grits
Evangelin,Coors Light
Evangelin,Guinness
Evangelin,Coronoa Light
Evangelin,Coors Banquet
Evangelin,Fanta (Orange)
Evangelin,Chips and Salsa
Evangelin,French Fries
Evangelin,Hamburger
Erwin,Miller Lite
Erwin,Corona Extra
Erwin,Mil's Best Ice
Bary,Corona Extra
Bary,Stella Artois
Bary,Natural Ice
Bary,Pink Lemonade
Bary,Coke
Bary,Hamburger
Bary,Apple Pie
Bary,Tacos 
Bary,Mozzarella Sticks
Margaretha,Fanta (Grape)
Margaretha,Hamburger
Margaretha,Bagel and Lox
Margaretha,Drop Biscuits 
Margaretha,Deep Dish Pizza Pie
Valenka,Mil's Best Ice
Valenka,Sprite
Dyane,Coors Light
Dyane,Mil's Best Ice
Dyane,Mountain Dew
Dyane,Sprite
Vincents,Corona Extra
Vincents,Busch Light
Vincents,Mil's Best Ice
Vincents,Blue Ribbon
Vincents,Yuengling Lager
Vincents,Root Beer
Stan,Dos Equis 
Stan,Budweiser
Stan,Sprite
Stan,Hamburger
Stan,Hominy Grits
Stan,Chips and Salsa
Stan,Apple Pie
Bondie,Busch
Bondie,Pink Lemonade
Bondie,Drop Biscuits 
Bondie,Deep Dish Pizza (Slice)
Bondie,Texas BBQ
Bondie,French Fries
Mallory,Michelob Ultra
Mallory,Pepsi
Petronilla,Budweiser
Petronilla,Blue Ribbon
Petronilla,Coors Banquet
Petronilla,Pepsi
Petronilla,Clam Chowder
Petronilla,Chips and Salsa
Saunders,Busch
Saunders,Dr. Pepper
Saunders,Hamburger
Saunders,Bean Burger
